Author	POD
H. van de Graaf	
J.H.J. Willems	
J.J. Soons	
A.C. de Jong	
A.M. Korpershoek	
C.G.L. Apeldoorn	
Mirjam Ernestus	
Paul van der Meulen	Den Haag
J.A. Wartena	
H. Bovenkerk	
B.H. Kazemier	Wassenaar
C.W. Schoonhoven	
J. Karsemeijer	
F.G.A. Stemvers	Arnhem
Ch.A. Thomas-Bourgeois	
U. Tuinstra	
B.H. Peteri	
H.B.A. Bockwinkel	
G.A. Mesters	
Luc. Boreel	Beverwijk
W.H.N. van Wel	
J.P. Prins	
Helga Van Geertsom	
F.N. Jansen	
P. Stienstra	
J.W.N Delteijk	
Chr. Stapelkamp	Groningen
J.M. Willeumier-Schalij	
A.P. Kieft	
D. van Unnik	
H.L. Bezoen	Soest
H.J.A. Hissink	
G.M.J. Duyfhuizen	
M.J. Jochems	
Judi I.H. Mendels	
G.A. Sybenga	
F.G. Hesmerg	
J.F. Hengeveld	
C.N. Dubelaar	
J. Naarding	Assen
A. van Mourik	
L.H.M. Muris	
Honoratius Sengers	
P. Maximilianus O.F.M. Cap.	Oosterhout
G.W. Wolthuis	
C. Kruyskamp	Leiden
G. Jo Steenbergen	
A.H. Kooyker	
Hendricus Sparnaay	Utrecht
A.G.J. Hermans	Antwerpen
A.M.J. van Spaendonck	
Reind J. Elema	
P.A.F. van Veen	
M.A.F. Ostendorf	
J.W.F.X. de Rijk	
J.H. van Waveren	
D. Holzscherer	
Johannes Steenmeijer	Arnhem
Hugo Willem Bosscha	
A.E. Meeussen	
B.C. Damsteegt	Leiden
A.H. Kan	
J.G. Dijkstra	
Marten Jan van der Meer	
A. van Loey	Sint-Jans-Molenbeek
M.A. Nauwelaerts	
Jan Poortman	Meppel
W.J. Buma	
N. de Bresser	
Johan de Brune (de Oude)	Middelburg
J.H. Kramer	
L.G. Oosten-Marwitz	
A.P. Braakhuis	
Lambartus Stoppendaal Pieters zoon	Nijmegen
G.W. Jansen	
A.G. van der Horst	
J.C. van Holten	
G.Th.M. Verhaak	
S.P. Uri	Scheveningen
H. Vogelsang	
F.H. Jansen	
Aletta Huijsinga	
J. de Kruys	
A.A.M. de Villiers	
F.I.J. van Rensburg	
G. Colmjon	Leeuwarden
M.J. van Westenbrugge	
C. Kostelijk	
J.B. Drewes	Rijswijk
F.J.P. Peeters	
B.W.E. Veurman	
A.P. de Bont	Deventer
M. Zwaagdijk	Den Haag
Hubert J. Michaël	Den Haag
C.M. Geerars	Amersfoort
A.G.F. van Holk	Glimmen
F. van Vinckenroye	Hasselt
Jan Frans Gratiaen	Galle, Ceylon
Bert Japin	Haarlem
A.I.M. van der Waag	
A.P. Cornet	
A.F. Manning	
Q.W.J. Daas	
W. van Beusekom	
J. Vergote	
John de Pool	
R. Haeseryn	Oostakker
Arnold J.T. Stakenburg	
M.A. Kerckhove	
C.J.H. Steketee	
A.W.P. van Ree	
B.M. Salman	
H. Roose	
W.H. Vroom	
D.B. van Nisius	
L. Peeters	
J.C. Arens	
J.A. Verhage	
Theo Vindevogel	
A.G. van Melle	
Jan van Elsland	Haarlem
J. Kwekkeboom	
A.W. Krijgsman	
Jan C. Villerius	
F. Ketner	
H. Weigert	Tinley Manor Beach
W. Gobbers	
Jaap Meijer	Heemstede
J. van der Steen	
B. de Ligt	
Peter van Eeten	
L. Koelmans	
Marie van Kranendonk	Delft
Johannes van der Schaar	Vlaardingen
B.A. Mensink	
Willem Sluiter	Zwolle
J.M.H. Vossen	Roeselare
Theo Oudkerk Pool	
J.F. Couwenbergh	
C. Bruins	
B. Ouwerkerk	
B.G.L. Overmaat	
P.J. Vinken	Amsterdam
Raymond Kaye	
P.J. Merckens	
J. Berits	
Gerhard Worgt	
T.J.M. Versteeg	
Marcel Hoebeke	
Jelle van der Meulen	
J.L. Price	
H.Th. Kok	
A. Mankes-Zernike	Amersfoort
R. Vos	
Tibor Klaniczay	
H. Schönbeck	
G.C. de Waard	
Paul Delsemme	
R. Galderoux	
F.K.M. Mars	
Jules de Corte	Eindhoven
P.E.L. Verkuyl	
J. Hollestelle	Arnhem
J. de Ligne van Arenberg	Heiligerlee
F.M. Gelens	
W.P. Gerritsen	
H.M. Hermkens	
A.J. Verschoor	
I.D. du Plessis	Kaapstad
Frank van Gestel	
Norbert Morciniec	
P. Gerbenzon	Luino
Gerhard Kuipers	
Nienke Bakker	Katwijk
Hanneke van Buuren	
H.J.J. Piket	
Albert van Hogenbemt	
S.C. Holleman-Stevens	
C. van de Ketterij	
E.F. Wijsman	
A. Roels	
A. Jacob-Bekaert	
Dora van Velden	
E. Nuijtens	
N.J. Schuurmans	
Michael van de heilige Augustinus	
Henk Hollaar	
Jaap de Rooij	
S.A.E. van Puffelen	
F. Revet	
S.A.P.J.H. Iansen	
Wilco H. thoe Schwartzenberg en Hohenlansberg	Rinsumageest
B.W. Schippers	
Claas W. de Kruyter	Den Haag
H. van 't Veld	
C. van Duijn jr.	
H.B. de Groot	
W. Martin	
Abraham Maas	Alkmaar
Ferdinand van Ingen	
Berend Jager	
Willem M. Visser	
Jacques Zajicek	
Adrianus van Selms	Pretoria
R.C. Engelberts	
Jacques Voisine	
A.M.C. van Schaik-Verlee	
H. Prudon	
Yvette Stoops	
G.H. Dijkstra	
R.P. Botha	
P.E.M. Boer	
J. 't Hart	
F.J. Koopmans-Van Beinum	
J.P. Willems	
G.J. Helmer	
Paul C.H. van der Goor	
G.C. Lijphart-Bezuidenhout	
A.N. Paasman	
Wim Hendriks	Hilversum
J.D. Reeder	
P.J.F.M. Eligh	Breda
Piet Delen	
Albert Schaalma	
W.H. Morel-van Mourik	
M.E. van Slooten	
J.B. de Caluwé	
C. Monster	
G.A. van Es	Lage Mierde
G.R.W. Dibbets	
A.J. Welschen	
J. IJsewijn	
G.M. Mesland	
E. Cramer-Peeters	
J.J.M. Westenbroek	Arnhem
Hans van Dijk	
Fr. Daems	
Maurits Gysseling	
B. Rademaker-Helfferich	
Arnold Evers	
M.J.M. de Haan	
Harry Scholten	
Pim de Vroomen	
R. Hamburger	
J.M.F. Stalpers	
Bert Hofman	
René Jongen	
Fons van Buuren	
H.H. Grünhagen	
T. Hagtingius	
H.M. Eliassen-de Kat	Oslo
R. Eeckhout	
Jacobus Koelman	Utrecht
A.W. ter Horst	
Gysbert Koelstra	
C.M. Verkroost	
Coen Bersma	
Anton Roothaert	Deurne
G. Scherps	
J.A. van Leuvensteijn	
P.K. Niekerk	
Eep Francken	
Piet Kralt	
W.J.M. van Calcar	
Bert van Selm	Leiden
G.J.P. van Hoek	
C.B.M. Wingen	
W.A. Wijnands	
K.R. de Graaf	Groningen
Herman Wekker	
Jan Gijsel	
Ph. van de Nieuwegiessen	
Dick Springorum	
Ruud A.J. Kraaijeveld	
G.J. Dorleijn	
A.A. Keersmaekers	Duffel
G. De Schutter	
P. van der Woude	
J.F. Geerds	
Evert de Jong	
Nigel F. Palmer	
P. Lammens-Pikhaus	
Wil Sterenborg	Tilburg
N. van der Blom	Rotterdam
J.A. Verschoor	
Reinhilde Haest	
D.H. Lammers	
M.F. Steehouder	
G. Gunneweg	
Leonard Forster	Cambridge
Petrus de Jong	
P. van Overbeeke	
Edward Al. Th. Stam	
Seymour L. Flaxman	
P.W.J.L. Gerretsen	
Domien ten Berge	
Marie-José Desmet-Goethals	
D. Gil-Günzburger	
W.M.H. Hummelen	
S.A.J. van Faassen	
C.S.M. Rademaker	
Leo van Maris	
Th.H. van Doorn	
Bert van den Broeck	
Frederik Jacobus Brevet	Rotterdam
H.J. de Roy van Zuydewijn	
Ton Goeman	
J. de Gier	
H.J.A. Bolscher	
N.C. van Velzen	
C. Gussenhoven	
Evert van den Berg	
Alfred M.M. Dekker	
R. Blok	
H.W.J. Vekeman	Lechenich
Dirk Coigneau	
Hans den Haan	
A.A. Monden	
Willemien B. de Vries	Amsterdam
H.Chr. van Bemmel	
Johan van der Auwera	
G.A. Bredero	
Guido de Baere	
R. Jansen-Sieben	
Elie Nieuwborg	
C. Rooker	
Roland Willemyns	
Odo Leys	
Jos A.A.M. Biemans	
A.H. Touber	
Henry Hargreaves	
J.C. van Aart	
J.C. Trimp	
Stanislaw Predota	
A.G.M. Vermeulen	
Hanna Stouten	
J.C. Prins s'Jacob	
J. Kreuzen	
W. Waterschoot	
Henk Meter	
Hubert Meeus	
Oskar Wellens	
Roger Gilis	
E.W.F. van den Elzen	Deventer
F.R. Gilfillan	
W.A.A.M. Merlijn	
L.E. Wirth-van Wijk	
Gerard Verhoeven	
Jos Houtsma	
Henk Koeman	
R.W.W.M. van der Drift	
J. de Merica	Mechelen
J.H. Winkelman	
Tom Hage	
Ton Vallen	
Joke van der Wiel	
C.J.M. Jansen	
Annemarie Kets	
Dirk Geirnaert	
L. Boves	
W. Fagel	
L. van Herpt	
F.J. Lodder	
Robert Hennebo	Amsterdam
Gerrit van Olivier	
J. A. Le Loux-Schuringa	
P.N.G. Pesch	
Jos Versteegen	
Robert Jan van der Drift	
Jacobus Jansonius	Leuven
Didier L. Goyvaerts	
Aafje Gijsen	
Marlies Philippa	
Lucie Huiskens	
Jan Nuyts	
Bart Besamusca	
Irene Spijker	
P. van Hees	
G.P. van der Stroom	
Egon Berendsen	
T.M. Verhage-van den Berg	
Astrid Joosse	
Marijke Friesendorp	
Jan Siemons	
Gerben Wynia	
Eveline Buchheim	
Anneke de Lange	
Johan Verhoeven	
Marjan Birkenhäger	
Baukje van Dam-Heringa	
Hans Heinrich Meier	
Hans Kienhorst	
F.J.A. Jagtenberg	
Frits Beukema	
Thijs Pollmann	
Jip Wester	
Roger Henrard	
G.J. Vroeijenstijn	
Wilbert Spooren	
Gunilla Dalberg	
G. Gerritsen-Geywitz	
Renaat J.G.A.A. Gaspar	
W.C.E. Koksma-ten Cate	
Sytske Sötemann	
Pieter Nieuwint	
Ans van Kemenade	
J.H. Reitz	
J.H. de Ridder	
Marysa Demoor	
Eberhard Nehlsen	
Maaike Hogenhout-Mulder	
Tini Booij	
J. Reynaert	
F.A.M. Riem Vis	
Anja van Leusden	
Fieny Pijls	
J. Taeldeman	
Frank van den Dungen	
Wilbert Smulders	
Jan Nijen Twilhaar	
G. van Eemeren	
Rik Smits	
C. van Coll	
F. Stuurman	
Dieuwke E. van der Poel	
Fabian R.W. Stolk	
W.F.G. Breekveldt	
J.P. Westgeest	
T.H.J. Broekmans	
A.H.M. de Graaf	
Els den Os	
Rita Harder	
Paulien Smabers	
Helen de Hoop	
Tineke ter Meer	
J.Ph. van Oostrom	
Annejoke Smids	
Frank Brandsma	
Elly van Gelderen	
Jeanette Koekman	
G.C. de Vries	
A.E. Jacobs	
C.J. van Veen	
Lia van Gemert	
Meinardus Siderius Wal	Leeuwarden
P.P. Schmidt	
M. Everaert	
Clara Strijbosch	
Jan de Roder	
Mieke B. Smits-Veldt	
Ad Leerintveld	
T.-M. Nischik	
Rudi Hendrickx	
Johan Rooryck	
Jan Konst	
Philippe Hiligsmann	
Olf Praamstra	
Jacqueline Frijn	
Wim de Haas	
Theodoor Rodenburg	Antwerpen
Jan Don	
Marijke Spies	Amsterdam
Lisan van Beurden	
Johan Th. Veenhof	
Car Flanders	
István Bejczy	
P.R.F. Verhoeven	
Jan Willem Klein	
M.G.M. Elling	
Frank van Lamoen	
Marcel Bax	
Geert Warnar	
H.W.A. Nap	
Gert-Jan Johannes	
Theo Meder	
Jan Oegema	
Freddy Puts	
Wolfgang Herrlitz	
Mieke van Dalen	
Leo Jansen	
Jacqueline Hulst	
Orlanda S.H. Lie	
Ton van Strien	
Elisabeth Paling Funk	
Eric Hoekstra	
Louis Herreboudt	
Ton van der Wouden	
H. Bonset	
Jan Kuys	
Freddy van Besien	Gent
Josien Brink-Hendriks	
Luuk Lagerwerf	
P.G. de Bruijn	
Jacqueline de Man	
Michiel Leezenberg	
Marjolein Hogenbirk	
Thom Mertens	
Petra Hendriks	
Mark Kas	
Liesbeth Laport	
Renée van Bezooijen	
Goudina van Weert	
Bernadette Smelik	
Annelies van Gijsen	
Erwin Mantingh	
Elisabeth Kappner	
Pyter Wagenaar	
René van Stipriaan	
Olga van Marion	
J.J.V.M. de Vet	
Korrie Korevaart	
Norbert Corver	
Enny de Bruijn	
Emmeken van der Heijden	
Jozien Moerbeek	
Dominique de Vet	
Ben Peperkamp	Amsterdam
Erica van Boven	
Louis Cornelis	
P.J.A. Franssen	
Andrzej Dabrówka	
W.R.D. van Oostrum	De Bilt
V.E. de Gruiter	Delft
Bertram Mourits	
Nelleke Moser	
Louis Peter Grijp	Driebergen-Rijsenburg
Ruth Beijert	
H.F. van de Velde	
Hans Broekhuis	
Dorthe Schipperheijn	
Bernard Shaw	Ayot St Lawrence
J. Haesaert	
Gerard van Elden	
Eugenie Boeye	Antwerpen
Karl Renner	Wenen
Tonny van der Horst	Amsterdam
C. Heymans	Knokke
Jos Coveliers	
Frank de Langhe	
Richard Declerck	Antwerpen
J.F. Willems	Gent
Guillaume Apollinaire	
D.J. Opperman	
Frank Gerdels	
Henk van Otterloo	
Louis Paul Boon	Erembodegem
Frank Craeybeckx	Mauthausen
Piet Heus	
R. Miry	
Joris Blondiau	
Hugo Walschap	
Peter van der Wildt	
Eva Vlame	
Herwig Hensen	Berchem, Antwerpen
Josee van Dirickx	
Hendrik Brehmen	
Josephus Hendrikus Cornelis Creyghton	Nijmegen
Marcel Demeulenaere	
M. Kapteyn	
N.P. van Wyk Louw	Johannesburg
Lucien Brulez	
Jan Bosquet	
Rolande	
Pliet van Lishout	Namen
Stéphane Mallarmé	
Marc Moonen	
Valère Coopmans	
Erik Thys	
Clare Lennart	Utrecht
Julius Valckenaere	Koksijde
Constance Teichmann	
Jan Verley	
Rogier Marijnissen	
Hugo Brutin	
Fjodor Sologoeb	
V.I. Lenin	Gorki Leninskiye
P.M. van der Vrecken	Houthem
[tijdschrift] Nieuw Vlaams Tijdschrift	
Jean-Marie Maes	
Tymen Trolsky	
Raymond Vervliet	
Rob Bartels	
Johannes de Bruyn	
Serge Govaert	
Gertrude Stein	
Michel Leclerc	
Luc Pierre Maes	
Philippe Cailliau	
J. Uyttendaele	
Marc Bruynseraede	
Stephen Crane	
Jaak van Schoor	
Hubert	
Jan Vanriet	
Wim de Poorter	
Jana Beranová	
Mischa de Vreede	
Eleonore Vigenon	
Mark Verstockt	
André Lefevere	
Daniël van Hecke	
Konstantínos Kaváfis	Alexandrië
Eric Rinckhout	
Gérard de Nerval	
Franc Schuerewegen	
Hugo von Hofmannsthal	
Hans Turken	
Lidy van Eijsselsteijn	Haren
Anna Mertens	
Anna de Noailles	Parijs
Andries Dongera	
Dieuw Schepel	
J.A. Risseeuw	
Inge Lievaart	Scheveningen
D.I. Bouman-Eringa	
M. 't Hooft	
Jacoba M. Vreugdenhil	
Arjen Miedema	
Jan Elzo Niemeijer	
P. Eringa	
Hans Barendregt	
[tijdschrift] Ontmoeting	
H. Mulder	
Neels Everards	
Jo van Dorp-Ypma	Feerwerd
Jan Dolfering	
Peter v.d. Braken	
Wilma	Blaricum
Anthonie Stolk	Noordwijk
L.H. Stronkhorst	
Jaap Das	
W.G. Scheeres	
Johan West	
C.J. Nobel	
Gerda Meylink	
Jo Kalmijn-Spierenburg	
H.J. van Boekhoven	
Henk Krijger	
H.H. Wilmink	
Gera Kraan-van den Burg	
Rie Bauer	
G.E. Woneman	
Willem M. Kruseman	
Pieter Korthuys	
P.O. Eet	
P.B. van Dalfsen	
M.A. Rijnsburger	
Johan van Hulzen	
Gerrit Mulder	
Margreeth Woltjes	
Mischa S. van den Bosch	
Frans Leonard	
Jan D. Stipes	
P.A. Hekstra	
A. Wapenaar	
S.P. Akkerman	
B. Folkertsma	
A. Middelhoek	
A.H. Peters	
J. Veerman	
Else Wichers	
Diet Kramer	
Aart Romijn	
Walter Raleigh	Londen
Jac. Kort	
Niek van der Heide	
J.W. Bonda	
Feitse Boerwinkel	Driebergen
D. Hendrikse	
Tjalling	
C. Ouboter	
K.J. Popma	
Arthur Hugh Clough	
Louise Imogen Guiney	
Huib A.P. Eijkelenboom	
Do van der Sloot	
Ralph Degens	
J.H. van der Starre	
W. Ruiten	
Jan G. van Straaten	
Okke Jager	Kampen
H. Boekenogen	
J.G. Rikkert	
G. Boogaard	
Charles Marie René Leconte de Lisle	
Franz Werfel	Beverly Hills
H-K. Mulder	
Ab van Eijk	
A.M. Spanjer	
Willem Mudde	
Félix Lope de Vega	
P.B. Shelley	zee bij La Spezia
W.J. Schulte Nordholt	
B. Nijenhuis	
Etus Alons-Bernhardt	
Endre Ady	Boedapest
Aize de Visser	
J.C. Schuller	
Frieda van Felden	
J. Overduin	
John Donne	Londen
G.E. Mulder	
Lien Fokker	
M.H. Rijnsburger	
Aad Hollebeek	
A.J. Rijnsburger	
Herman Steggerda	
Jan Das	
Arie Nelemaat	
M. Monsinga	
Nora Petit	
Constant Labruyère	
Jan Rijnsdorp	
Gré van der Laan	
Marinus A. den Braber	
H. Ravestein	
Gerard van Hulst	
Ev. Grolle	
G.K. van Dongen	
Jac. Lelsz	
D. Kilinow	
A. Sterveen	
Harro Storm	
J.W. Veerman	
J. Kramer-Vreugdenhil	
N. Sterveen	
Frank Daen	Capelle aan den Ijssel
Francine Schregel-Onstein	
Marius Goedhart	
Gert Overduin	
Jacques Reugebrink	
Jan Stolk	
Johanna de Geus	
M. Beinema	
Fred van Viet	
Ger Bendels	
Freek de Leeuw	
Dirk van der Ploeg	
F. Springer	Den Haag
Henk Kooijman	
Stuart B. Jackman	
Adriaan Donker	
H. de Jongste	
Elsa Sophia von Kamphoevener	Marquartstein
M.C. v.d. Panne	
Daan Mondgaas	
Günter Eich	Salzburg
Yvan Goll	Parijs
Hans Arup	
C yrus Ataban	
Walter Toman	
A. Mertens	
Peter Berghe	
Fred. van Zutphen	
G. van Heerde	
Arie Vermeer	
Luitzen Visser	
Ineke Sikkema	
Jan Verhoef	
Dick Steenkamp	
Jarry Duclay	
Luc von Seller	
Ubbo-Derk Hakholt	
Jan van Biezen	
N.H. Ridderbos	
Durk van der Ploeg	
Nico Rigter	
Bill Kroekow	
J.G. van der Veen	
Lode Bisschop	Amersfoort
Frederice Kalmijn	
Jean Brüll	
Wim Pendrecht	
L. Schultz	
Heppe de Moor	
Wim Brinkman	
Jan Sleeboom	
Eric Marloux	
Theo van Roon	
Marianne Colijn	
G. Burger	
S.J. Popma	
P. Ruysch van Dugteren	
Elisabeth Wolters	
Hans de Boer	
Anneke Geluk	
L. de Liefde	
Jaap Zijlstra	Amsterdam
Govert A. den Hartogh	
Gert Slings	
William Wordsworth	
Jan ter Horst	
Tom Naastepad	Rotterdam
Johan Schooneberg	
Bert Jansma	
Rob Scherjon	
M.G.J. Teerink	
Anton B. Lam	
Tom Etty	
S.H. Haan	
Frans van der Linde	
Gerd Segers	
Jan C. Brouwer	
R.G.K. Kraan	Oegstgeest
Marijke Baars	
W.N. Visserman	
Murk A. J. Popma	
Cees van Dop	
Nelleke Groenewegen	
Dick Zaal	
Jan J. Abels	
Mei Hwa Tan	
Kees Ouboter	
Jan van Royen	
John Keats	Rome
Marie-Sophie Nathusius	Haarlem
Jan D. 't Lam	
Sifra Hugorina	
Jan Donia	
Paul Wessel	
Wim Bazuynen	
Hans Dullaart	
Eric Heidbuchel	
Hans Bouma	
Anno van Workum	
Jan Sizoo	
Frans Vanderlinde	
Maja Burghout	
Teije Brattinga	
Roel van Heerde	
Jo Datema	
William Blake	Londen
William Butler Yeats	
G. Tuil	
Arnold van Dijk	
A. de Kool	
P. van Amstel	
Albert Nap	
J.F.M.J. Jansen	
D.J. Sikkens	
A.J. van Dulst	
Peter van Amstel	
Pierre de Ronsard	Saint-Cosme-en-l'Isle
Philippe Desportes	
Alexander West	
Frederice van Faassen	
Bert Verm	
Emiel Willekens	Antwerpen
J. Noë	
Cola Minis	
D. Geeraerts	
Karel Deleu	
Lucie Roobrouck	
Johann Damiaan Degreef	
Maria-Augusta Jacobs	
Hugo Dyserinck	Lanaken
J. Donkers	
Gilbert De Smet	
Carlos Tindemans	
Lieve Scheer	
Nico de Vrede	
Piet Thomas	
I. Demarre	
E. van der Heijden	Maastricht
Colijn Caillieu	Brussel
H. Vandermoere	Kortrijk
Herman Servotte	Leuven
A. van Branteghem	
Prosper Arents	Mortsel
F.H.M. Hertoghs	
W.A.F. Janssen	Maastricht
Koen Wauters	
P.H. King	
Jan Persyn	
G. van Gorp	Rijsbergen
Bert Kooijman	
D. Kuijper Fzn.	
Jef Barthels	
P.S.N. Oost	
Louis Gillet	
P.Th. Elsinga	
Gust Faes	
J. Goffard	
Louis Dieltjens	
L. Macken	
C.L. Hap	
Henri Bossaert	
Hugo De Schampheleire	
F. Steyaert	
Michel Dupuis	
Jan de Piere	
Jan Schoolmeesters	
Amand Berteloot	
Joannes Smeyers	
Rolf Italiaander	
Jozef D. Janssens	
M.S.J. Cox-Andrau	
Lieven D' Hulst	
Paul Gillaerts	
Dorian Cumps	
Luc Libaut	
Paul Schampaert	
Ingrid van de Wijer	
J. Huyghebaert	
Pascal Tasiaux	
Karel Hellemans	
J. Delsing	
Gisleine Peeters	
Arie Zevenhuijzen	
Viviane Geuffens	
Martha Gerlo	
N. Rowan	
Ludo Verbeeck	
Marc Van Vaeck	
Luc Dirikx	
Piet de Keyser	
Theo Coun	
Robert Vandeputte	Brussel
Jos. Deckers	
R. van Ooteghem	
K. du Bois de Vroylande	
R. Verschroeven	
C. de Bievre	
R. Goris	
J. Hoet	
Gaston Van Bulck	
J. Verelst	
K. van Baarle	
A. Wuyts	
Juliaan Vervoort	
Albert Van den Daele	Antwerpen
M. Dufraing	
Ad. Jansen	
Alb. Raignier	
Alex Harlssen	
F. De Raedemaeker	
A.J. Michielsen	
Peeters	
M.F. Schurmans	Aalst
Louis H.M. Monden	
J. De Munter	
H. Robbers	Nijmegen
L. Arts	
Jan van Gorp	
J.M. Eylenbosch	
E. Verstraelen	
Fernand Van Goethem	Gent
J. Nolf	
H. Bruders	
L. Elaut	Gent
E.J. Vandenbussche	
W. Matthijs	
Angelo Brucculeri	
H. Thielemans	
K.M. Houtaar	
Maria Gerarda	
A. Seeldraeyers	
Alb. Block	
P. Lassalle	
J. van Heugten	Amsterdam
August Brunner	München
Emiel van Coppenolle	
W. Arts	
Hub. Gesp	
H.F. Koster	
J. Donceel	
F. Schröder	
Maurice Claeys Bouuaert	
R. Dellaert	
J.I. Corrigan	
E.A. Ryan	
A. Grootjans	
Jan Jozef van Laer	
A. Seeldrayers	
A. Snoeck	
A. de Guchteneere	
J. Volckaert	
Yves de La Brière	
Hugo Vandeperre	
E. de Strycker	
Constantinus	
P. de Bruin	
J.B. Poukens	
L. Moereels	
W. Cracco	
Arthur Thomas	
Ludwig Drees	
H. Geerts	
L. Vander Kerken	
L. Moreels	
C. Kock	
Edouard Dhanis	
de Caigny	
L.G. Polspoel	
R. van Lennep	
J.E. Schulte	
W. De Roy	
Jozef Mertens	
J. Theyskens	
Otto Forst de Battaglia	
Philippe Joseph Aimé van Isacker	Brussel
P. Ellerbeek	
Alb. Hernould	
W. van Dingenen	
G. De Wolf	
Maurice De Tollenaere	
Michiel Dierickx	Oostende
W. Talloen	
Louis Janssens	Leuven
R. Leijs	
Albert Dondeyne	Leuven
Diotimos	
J. Bogaerts	
B. Spaapen	
E. De Cooman	
M. van den Daele	
G. Neefs	
Fr. van Baarle	
Pieter Frans Fransen	
A. Taymans	
Louis Sourie	Brugge
Jozef Marechal	
Marcel Duchateau	
L. Baudez	
A. Poncelet	
L. Vanderkerckhove	
H. Walgrave	
Emiel van der Donck	
H. Peeters	
Walter F. Smet	
J. Köhlbrugge	
J.M.L. Demeyere	
L. van der Bossche	
W. Luyten	
J. Cuypers	
Albert Kluyskens	Gent
Karel van Isacker	Niel-bij-As
P. Goedertier	
B. De Wint	
Antoon Fimmers	
J. De Fraine	
M.C. Arnemann	
J.B. Goetstouwers	
Nabor Devolder	Herent
A. Verbist	
G. Van Cutsem	
A. Meeus	
D. Merlevede	
J. Nuttin	
L.P. van den Bergh	
H.L. van Breda	
Louis van Haecht	Brugge
I. De la Potterie	
M. Mesotten	
G. Homble	
Jos Philippen	
C. Pickery	
W. de Weerdt	
Rika De Backer-Van Ocken	
J. Lebeer	
Valentinus Morel	
Gaston Eyskens	Leuven
F.X. van der Straten-Waillet	
Louis Bruyns	
Monique Darge	
Paul Maria Jozef de Meester	
Jacques E. Mertens	
A. de Meyer	
Jacques Tremblay	
Albert Deblaere	
L. de Borman	
J.A.F. Wils	
Gaston de Jaegher	
J. van Wing	
A. van den Meersschaut	
Victor Heylen	Herent
Walter Couvreur	
Silvain Douven	
John Murray	
Philippine vande Putte	
G. Gilleman	
Jérôme Parmentier	Brugge
Ulpianus Lopez	
A. Cauwe	
J. Declercq	Roeselare
Clément Mertens	
H. van Straelen	
R. Windey	
Jozef Andriessen	Heverlee
J.G.M. Willebrands	
V. de Meyer	
R. Pulinckx	
Herman van Overbeke	Gent
Wilhelm de Vries	Münster
Raymond Jouve	
Robert Druwé	
Fl. Bertiau	
Oger H. Bourdeaud'huy	
Augustijn Lodewyckx	Melbourne
Paul André	
J. Boers	
M. Duerinck	
J. Masson	
Cornelis van der Vijver	Amsterdam
Pierre-Henri Simon	
G. de Vocht	
Marcel Cordemans	Liedekerke
André Vandenbunder	
G. Boss	
G. Huyghe	
J. Beyer	
R. Caron	
André Vlerick	Beernem
Jan Engelman	Amsterdam
Joep Nicolas	Steyl
Albert Helman	Amsterdam
Henk Kuitenbrouwer	Utrecht
Albert Kuyle	Utrecht
Marnix Gijsen	Leuven
Sybold van Ravesteyn	Laren
H. Marsman	Het Kanaal
Menno ter Braak	Den Haag
Anton van Duinkerken	Nijmegen
N.A. Donkersloot	Amsterdam
N. van Wijk	Leiden
Theun de Vries	Amsterdam
Gerrit Achterberg	Leusden
A.J.D. van Oosten	Rotterdam
W.P.J. Pompe	Utrecht
Martinus Nijhoff	Den Haag
August van Cauwelaert	Antwerpen
F. Bordewijk	Den Haag
Clara Eggink	Scheveningen
W.H. Beuken	Helmond
Dirk Coster	Delft
Paul de Vree	Antwerpen
Johan Winkler	Deventer
Jef Last	Laren
André Demedts	Oudenaarde
Maurice Gilliams	Antwerpen
Gabriëlle Demedts	Kortrijk
Bernard Delfgaauw	Haren
Victor E. van Vriesland	Amsterdam
Karel Meeuwesse	Nijmegen
P.J. Veth	Arnhem
J. van Vloten	Haarlem
George Willem Vreede	Utrecht
Johannes Kneppelhout	Oosterbeek
S. Vissering	Ellecom
Martinus des Amorie van der Hoeven	Amsterdam
Willem Jan Knoop	Den Haag
Carel Adriaan Engelbregt	Den Haag
Antonie Niermeyer	Leiden
David Bierens de Haan	Leiden
Jan Heemskerk Azn.	Den Haag
J.T. Buys	Leiden
Eugen Mehler	Zwolle
Guillaume Henri Marie Delprat	Rotterdam
Sytze Hoekstra Bzn.	Ellecom
D.J. Coster	Amsterdam
Carl A.X.G.F. Sicherer	Goes
R.T.H.P.L.A. van Boneval Faure	Putten
Pieter Nicolaas Muller	Amsterdam
C.P. Tiele	Leiden
Cd. Busken Huet	Parijs
Allard Pierson	Almen
Robert Fruin	Leiden
B.W. Wttewaall van Wickenburgh	Utrecht
W.N. du Rieu	Leiden
T.J. Halbertsma	Antwerpen
Nikolaas Gerard Pierson	Heemstede
Eelco Verwijs	Arnhem
L.R. Beynen	Den Haag
Hieronymus van Alphen	Leiden
Pieter Rutger Feith	Den Haag
Tiberius Cornelius Winkler	Haarlem
Michiel Johannes de Goeje	Leiden
Piet van Os	München
Joan Karel Hendrik de Roo van Alderwerelt	Den Haag
Folkertinus Nicolaas Sickenga	Dordrecht
W.A. Reiger	Groningen
Simon Gorter	Rhenen
H.C. Rogge	Haarlem
Jérome Alexandre Sillem	Amsterdam
H. Kern	Utrecht
