Author	POB
C. Houwaard	
W.C. Feltkamp	
E.F. Tijdens	Uithuizen
Loe Hsuun	China
Bergman	
J.C. van Leur	
Johan van Os	
Swan-Liat Kwee	
Manja Croiset	
J. Bronowski	Polen
Henk M. Beumer	
Rudo Durant	
John den Admirant	
Hans Reddingius	Jakarta
Ronny van Cleef	Amersfoort
Ellen Warmond	Rotterdam
Eugène James	Marigot/St. Martin
Friederike Granberg	
P. Hoogenboom	
Henk van Maurik	
A.J. Cnoop Koopmans	
Pszisko Jacobs	Haarlem
J.H.L. Laps	
H. Furstner	
A. Wildeman	
Charles Meeking	Australië
Naoya Shiga	Ishinomaki
Th. van Tijn	
Maria van der Steen	
C. de Groot	
Germaine Tillion	Frankrijk
Birage Diop	
Léopold Sédar Senghor	
A.H. Wertheim-Gijse Weenink	Veenhuizen
Johan Achterhof	
G. van Geffen	
T. Haan	
A.K. Datta	
Paul Citroen	Berlijn
Gerrit Rietveld	Utrecht
Willem Andriessen	Haarlem
Jan Schepens	Gent
Paul Groenendaal	
Jacques Dewaele	Oostende
Wim Gijsen	
C. Ch. Mout	
Katsumi Tanaka	Japan
Shigeharu Nakanó	Maruoka
José María de Semprún Gurrea	Madrid
Miguel Hernández	Alicante
Francisco Carrasquer	Albalate de Cinca
Blas de Otero	Bilbao
Ramón Lugris	Ferrol
Luis Araquistain	Bárcena de Pie de Concha
Prosper de Smet	Gent
Emmy Kerkhoff	
S.H. Meijler	
Derk de Vries	
Arnold Jan d' Ailly	Franeker
Margaretha Ferguson	Arnhem
Lieuwe Hornstra	
Zbigniew Ogonowski	Warschau
John Drager	
Adri Laan	
Leo Rikmenspoel	Amsterdam
Jan Knappert	Heemstede
Wanda Maya	
Henriëtte Boas	Amsterdam
L.C. Biegel	
K.L. Roskam	
L.O. Schuman	
Cor de Groot	Amsterdam
R.C. Winter	
A. Wachter	
D. Elema	Ezinge
C.J. Huizinga	
Cora Vreede - de Stuers	
Petronella Everdina Eldering	Rotterdam
Jan Janze	
H.H. van Kol	Eindhoven
Ingrid Jonker	Douglas
Fred van Wijck	
Ank Steenis	
H. van der Ploeg	
Wessel Scheffer	Amsterdam
P. Glazema	
L. Kolakowski	Polen
S.H. Delhaas	
Maria de Groot	Wormer
H.G. Surie	
F. Roels	
G.J.P. Cammelbeeck	Utrecht
A. de Roos	
Ben Groeneveld	Breda
J.B. Bakema	
Marcel van Matena	
Oscar Mohr	St. Petersburg
B.C. van Houten	
Paul van der Loeff	
Jac. Wolsink-Schouten	
E.J. Spliethoff	
C.W. Rietdijk	Bergen op Zoom
Mark Braet	Nieuwpoort
Pandelis Prewelakis	
E.B. Mayer-Swart	
P.M. Croiset	
Eveline van Deth	
Caroline F. Ware	
J. Dhont	
Gerard Heederik	Doetinchem
S. Na'aman	
Margreet Koekebakker	
Reinout Vreijling	Schiedam
Inne de Jong	Nijemirdum
J.J.P. Oud	Purmerend
Roger Serras	Gent
Michele Ondei	
Steven Membrecht	Amersfoort
Heinz Neudecker	
W. de Vries	
Daniël van Ryssel	Evergem
W.J. Jong	
A.J. Vermeersch	
D. van der Meulen	
Rafael Alberti	El Puerto de Santa María
Sippora Stibbe	Zwolle
Clem Schouwenaars	Mortsel
Piet Sterckx	Tienen
Lieuwe H. Bouma	Arnhem
R. Cordes	
Jozef Eyckmans	
G. Th. Ruttenberg	Utrecht
J. ten Brink	
Anna Muntjewerf	
Jan Vanhaelen	Machelen
Ward Ruyslinck	Berchem (Antwerpen)
Nic van Bruggen	Merksem
Carla Walschap	Antwerpen
Roger Binnemans	
J. Kreykamp	
Maxim de Winter	
Fedde Schurer	Drachten
H. Wouters	
Krine Boelens	
Fem Rutke	Gouda
Inge Tielman	Java
Jeroen Brouwers	Jakarta
Georges Fukkink	
R.V. Leembruggen	
Clarissa Jacobi	
Loek den Hoef	
D.A.L. Schröder	
G.J.M. van het Reve	Enschede
Werner Cranshoff	
Jerzy Holzer	Warschau
Malgorzata Hillar	Piesienica
Jerzy Sito	Pinsku
Jan Balicki	Polen
Tadeusz Rózewicz	Radomsko
M. van Hulten	
J. P. Schuyf	
Mieczyslaw Jastrun	Korolowka
Kazimierz Gromski	
Bob Carlier	
H.Th. Chabot	
J. van Wijk	
Julien Vandiest	
A.J. Koejemans	
J. Dommisse	
H.J. van der Mei	
N. van Hees	
Joop van Tijn	Batavia
W. Langeveld	
Roger van de Velde	Boom
N.C. Clegg-Bruinwold Riedel	
Jan Noort	
L.H. van der Tweel	
Th.J. Hooning	
Tsjou Li-po	China
J.H. de Haas-Posthuma	
René Dekkers	Antwerpen
Bruce Burton	
Klaas Schipper	
M.J. Broekmeyer	
K. Kuiper	
Bruno Walschap	
Jos Vandeloo	Zonhoven
M. Rácz	
H.H. Kirchheiner	
W. van der Marck	
Alex Bolckmans	
J. van Santen	
Frank Liedel	Antwerpen
G.G. Bauman	
Maarten van Dullemen	
Gérard van Kalmthout	
Wouter Kotte	
René Louis Gysen	Antwerpen
Kazimir Malewitsj	Kiev
Ann Smith	
S.J. Rutgers	
E. Standaert	
H. van Strien	
Jan Messchert van Vollenhove	
Albert Verwey	Amsterdam
Roelof Schuiling	Annen
Jan Gerrit Talen	Amsterdam
E. Rijpma	Nijkerk
Klaas Poll	Grijpskerk
Theo Thijssen	Amsterdam
J.H. Swildens	Voerendaal
K. Veenenbos	
Antonie de Vletter	Den Haag
Ph.J. Simons	
J.J. Woltjer	
J.L. Horsten	Tilburg
Jacob van der Valk	
G. Engels	
M.R. Dijkman	
J.A. vor der Hake	Loenen
J. Verboven	
Lodewijk Makeblijde	Poperinge
A.J. de Jong	
Ezechiël Slijper	Amsterdam
M.A. van Weel	
H.A. Westrate	
Gerrit ten Bruggencate Hermz.	Almelo
Joh. Jac. Smith	Rodezandskloof
E.J. Haslinghuis	Rotterdam
F.P.H. Prick van Wely	Oud-Vroenhoven (bij Maastricht)
Yvonne Koop	
Aert Schouman	Dordrecht
E.J. van Sonsbeek	
R. Wijkman	
C.F. Krijs	Amsterdam
B.M. Noach	
Jos. Schrijnen	Venlo
A. van Herk	
D. Haagman	
A.S. Bijl	
E.G. Courrech Staal	
M.H. van de Ven	
Joannes van der Elst	Sint-Niklaas
Th. de Jager	
Jac Heeren	Hertogenbosch
S.A. Krijn	
F. den Eerzamen	Goedereede
K. Kooiman	Oudshoorn
Karel Lantermans	
K. Blokhuis	
J. Hoeksma	Drogeham
P. Koster	
J.J. le Roux	
F.A. Stoett	Leeuwarden
K.W. de Groot	
J. Kooistra	
Wobbe de Vries	Noordhorn
G.E. Opstelten	Amsterdam
R. Kaltofen	
J.M. van der Hoogt	
Abraham Kuyper	Maassluis
J. van der Baan	Zierikzee
Erik Wellander	
P.H. Greiner	
D.B. Bosman	Boshof
Elisabeth Jongejan	Amsterdam
H.H. Knippenberg	Maastricht
E.C. Pienaar	Hoëkraal (district Potchefstroom)
L.P.H. Eykman	Nijkerk
K.H. de Raaf	
Andries Borgeld	Sappemeer
Maria Simon Thomas	Rotterdam
Tj. Sterringa	
G.A. Brands	Zutphen
W. van den Ent	
W.L. Bezema	
Reind Kuitert	
W. Kraak	
Luc Salu	
L. Koch	
Th.B.F. Hoyer	
L.J.J. Olivier	
R. Pennink	
J. van Rijckevorsel	
J.C. van der Does	
A. Kuiper	
A.J. Schneiders	Obdam
J. Hovy	
René van Sint-Jan	Buizingen
M. Buisman J. Fzn.	Rheden
Jacob Hiegentlich	Roermond
W.G.J.A. Jacob	Grave
G.J. Uitman	
F.C. Driessen	Arnhem
F. Jansonius	
Dirk Gerhardus Muller	Hengelo
Marie H. van der Zeyde	
Ulfert Schults jr.	
Roelof Schokker	
Lodewijk Maerevoet	
Franz Staude	Wenen
Anton Reichling	Nijmegen
Jan van Dam	Amsterdam
H. van Wichert	
C. Wilkeshuis	Harlingen
Riemer Reinsma	Zaandam
A.R. Hol	Ingen
L.A. te Winkel	Arnhem
Th.H. d' Angremond	
C.L. Thijssen-Schoute	Wageningen
M. Mendel	
D.H. Smit	
Annick De Vylder	
Eugène de Bock	Borgerhout
T. Langeveld-Bakker	
M.H. de Haan	
G.G. Ellerbroek	
M.M. Prinsen	
P.C. Schoonees	Uniondale
H. van de Graaf	
J.H.J. Willems	
J.J. Soons	
A.C. de Jong	
A.M. Korpershoek	
C.G.L. Apeldoorn	Maastricht
Mirjam Ernestus	
Paul van der Meulen	Leeuwarden
H. Bovenkerk	
B.H. Kazemier	Groningen
C.W. Schoonhoven	
J. Karsemeijer	
F.G.A. Stemvers	Rotterdam
Ch.A. Thomas-Bourgeois	
U. Tuinstra	
B.H. Peteri	
H.B.A. Bockwinkel	
G.A. Mesters	
Luc. Boreel	Amsterdam
W.H.N. van Wel	
J.P. Prins	
Helga Van Geertsom	
Johan Moorman	Hulst
F.N. Jansen	
P. Stienstra	
Chr. Stapelkamp	Loosdrecht
J.M. Willeumier-Schalij	
A.P. Kieft	
D. van Unnik	
H.L. Bezoen	Enschede
H.J.A. Hissink	
G.M.J. Duyfhuizen	
M.J. Jochems	
Judi I.H. Mendels	
G.A. Sybenga	
F.G. Hesmerg	
J.F. Hengeveld	
J. Naarding	Sleen
A. van Mourik	
L.H.M. Muris	
Honoratius Sengers	
P. Maximilianus O.F.M. Cap.	Moerdijk
G.W. Wolthuis	
C. Kruyskamp	Rotterdam
G. Jo Steenbergen	
A.H. Kooyker	
Hendricus Sparnaay	Rotterdam
A.G.J. Hermans	Nevele
A.M.J. van Spaendonck	
Reind J. Elema	
P.A.F. van Veen	Den Haag
M.A.F. Ostendorf	
J.W.F.X. de Rijk	
J.H. van Waveren	
D. Holzscherer	
Johannes Steenmeijer	Amsterdam
Hugo Willem Bosscha	
A.E. Meeussen	
B.C. Damsteegt	Rotterdam
A.H. Kan	
J.G. Dijkstra	
Marten Jan van der Meer	
A. van Loey	Elsene
M.A. Nauwelaerts	
Jan Poortman	De Wijk
W.J. Buma	Den Haag
N. de Bresser	
J.H. Kramer	
L.G. Oosten-Marwitz	
A.P. Braakhuis	
Lambartus Stoppendaal Pieters zoon	Nijmegen
G.W. Jansen	
A.G. van der Horst	
J.C. van Holten	
G.Th.M. Verhaak	
S.P. Uri	Delft
H. Vogelsang	
F.H. Jansen	
Aletta Huijsinga	
J. de Kruys	
A.A.M. de Villiers	
F.I.J. van Rensburg	
G. Colmjon	Leeuwarden
M.J. van Westenbrugge	
C. Kostelijk	
J.B. Drewes	Amsterdam
F.J.P. Peeters	
B.W.E. Veurman	
A.P. de Bont	
M. Zwaagdijk	
Hubert J. Michaël	Den Haag
C.M. Geerars	Eemnes
A.G.F. van Holk	Utrecht
F. van Vinckenroye	Kortessem
Jan Frans Gratiaen	Brugge
Bert Japin	Rotterdam
A.I.M. van der Waag	
A.P. Cornet	
A.F. Manning	
Q.W.J. Daas	
W. van Beusekom	
J. Vergote	Gent
John de Pool	
R. Haeseryn	Massemen
Arnold J.T. Stakenburg	
M.A. Kerckhove	
C.J.H. Steketee	
A.W.P. van Ree	
B.M. Salman	
H. Roose	
W.H. Vroom	
D.B. van Nisius	
L. Peeters	Heppen
J.C. Arens	Hengelo
J.A. Verhage	
Theo Vindevogel	
A.G. van Melle	
Jan van Elsland	Haarlem?
J.A. Huisman	Wijk bij Duurstede
J. Kwekkeboom	
A.W. Krijgsman	
Jan C. Villerius	
H. Weigert	Bavaria
W. Gobbers	Antwerpen
Jaap Meijer	Winschoten
J. van der Steen	
B. de Ligt	
Peter van Eeten	
Marie van Kranendonk	Delft
J. Leenen	Opgrimbie
Johannes van der Schaar	Vlaardingen
B.A. Mensink	
Willem Sluiter	Neede
J.M.H. Vossen	Heverlee
Theo Oudkerk Pool	
J.F. Couwenbergh	
C. Bruins	
B. Ouwerkerk	
B.G.L. Overmaat	Enschede
P.J. Vinken	Treebeek
Raymond Kaye	
P.J. Merckens	
J. Berits	Rotterdam
Gerhard Worgt	
T.J.M. Versteeg	
Marcel Hoebeke	
Jelle van der Meulen	
J.L. Price	
H.Th. Kok	
A. Mankes-Zernike	Amsterdam
R. Vos	
Tibor Klaniczay	
H. Schönbeck	
G.C. de Waard	
Paul Delsemme	Brussel
R. Galderoux	
F.K.M. Mars	
Jules de Corte	Deurne
P.E.L. Verkuyl	
J. Hollestelle	Breda
J. de Ligne van Arenberg	
F.M. Gelens	
H.M. Hermkens	
A.J. Verschoor	
I.D. du Plessis	Kaapstad
Frank van Gestel	
Norbert Morciniec	
P. Gerbenzon	Leeuwarden
Gerhard Kuipers	
Nienke Bakker	Amsterdam
Hanneke van Buuren	Breda
H.J.J. Piket	
Albert van Hogenbemt	
S.C. Holleman-Stevens	
C. van de Ketterij	
E.F. Wijsman	
A. Roels	
Jakob Zeeus	Zevenbergen
A. Jacob-Bekaert	
Dora van Velden	
E. Nuijtens	
Justus de Harduwijn	Gent
Jacobus Revius	Deventer
N.J. Schuurmans	
Michael van de heilige Augustinus	
Henk Hollaar	
Jaap de Rooij	Amsterdam
S.A.E. van Puffelen	
F. Revet	
S.A.P.J.H. Iansen	Schiedam
Wilco H. thoe Schwartzenberg en Hohenlansberg	Anjum
B.W. Schippers	
Claas W. de Kruyter	Alblasserdam
H. van 't Veld	
W.M.H. Hummelen	Zutphen
C. van Duijn jr.	
H.B. de Groot	
W. Martin	
Abraham Maas	
Ferdinand van Ingen	Utrecht
Berend Jager	Coevorden
Willem M. Visser	
Jacques Zajicek	
Adrianus van Selms	Amsterdam
R.C. Engelberts	
Jacques Voisine	
A.M.C. van Schaik-Verlee	
H. Prudon	
Yvette Stoops	
G.H. Dijkstra	
R.P. Botha	Kaapstad
P.E.M. Boer	
J. 't Hart	
Epictetus	Turkije
F.J. Koopmans-Van Beinum	
J.P. Willems	
G.J. Helmer	
Paul C.H. van der Goor	Gebroek
G.C. Lijphart-Bezuidenhout	
Wim Hendriks	Montfoort
P.J.F.M. Eligh	Breda
Piet Delen	
Hans van Dijk	Deventer
Albert Schaalma	
W.H. Morel-van Mourik	
M.E. van Slooten	
J.B. de Caluwé	
C. Monster	
G.A. van Es	Leeuwarden
A.J. Welschen	
J. IJsewijn	
G.M. Mesland	
E. Cramer-Peeters	
J.J.M. Westenbroek	Den Haag
Fr. Daems	
Maurits Gysseling	
B. Rademaker-Helfferich	
Arnold Evers	
M.J.M. de Haan	
Harry Scholten	Voorschoten
Pim de Vroomen	
R. Hamburger	
J.M.F. Stalpers	
Bert Hofman	
René Jongen	
Fons van Buuren	
H.H. Grünhagen	
T. Hagtingius	
H.M. Eliassen-de Kat	Rotterdam
R. Eeckhout	Bredene
Jacobus Koelman	Utrecht
A.W. ter Horst	
Gysbert Koelstra	
C.M. Verkroost	
Coen Bersma	
Anton Roothaert	Tilburg
G. Scherps	
J.A. van Leuvensteijn	Alkmaar
P.K. Niekerk	
Eep Francken	
J. Taeldeman	Kleit
Piet Kralt	Leiden
W.J.M. van Calcar	
Bert van Selm	Delft
G.J.P. van Hoek	
W.A. Wijnands	
K.R. de Graaf	Den Helder
Herman Wekker	
Jan Gijsel	
Ph. van de Nieuwegiessen	
Dick Springorum	
A.A. Keersmaekers	Retie
G. De Schutter	Ekeren-Hoogboom
P. van der Woude	
J.F. Geerds	
Evert de Jong	
Nigel F. Palmer	Groot-Brittannië (en Noord-Ierland)
P. Lammens-Pikhaus	
Wil Sterenborg	Lichtenvoorde
J.A. Verschoor	
Reinhilde Haest	
D.H. Lammers	
M.F. Steehouder	
Leonard Forster	Londen
Petrus de Jong	
P. van Overbeeke	
Edward Al. Th. Stam	
Seymour L. Flaxman	
P.W.J.L. Gerretsen	Utrecht
Domien ten Berge	
Jac. de la Torre	Den Haag
D. Gil-Günzburger	
S.A.J. van Faassen	Assen
C.S.M. Rademaker	
Leo van Maris	
Th.H. van Doorn	
Bert van den Broeck	
Frederik Jacobus Brevet	Den Haag
H.J. de Roy van Zuydewijn	Amsterdam
Ton Goeman	
J. de Gier	Maartensdijk
H.J.A. Bolscher	
N.C. van Velzen	
C. Gussenhoven	
Evert van den Berg	
Alfred M.M. Dekker	
R. Blok	
H.W.J. Vekeman	Grimminge
Dirk Coigneau	
Hans den Haan	
A.A. Monden	
Willemien B. de Vries	Alkmaar
H.Chr. van Bemmel	
Johan van der Auwera	
G.A. Bredero	
Guido de Baere	
R. Jansen-Sieben	
Elie Nieuwborg	
C. Rooker	
Odo Leys	
Jos A.A.M. Biemans	
A.H. Touber	
Henry Hargreaves	
J.C. van Aart	
J.C. Trimp	
Stanislaw Predota	
A.G.M. Vermeulen	
Hanna Stouten	
J.C. Prins s'Jacob	
J. Kreuzen	
Henk Meter	
Hubert Meeus	
Oskar Wellens	
Roger Gilis	
E.W.F. van den Elzen	Helmond
F.R. Gilfillan	Warmbad, Transvaal
W.A.A.M. Merlijn	
J.W. Steenbeek	Dorkwerd
L.E. Wirth-van Wijk	
Gerard Verhoeven	
Jos Houtsma	
Henk Koeman	
R.W.W.M. van der Drift	
J.H. Winkelman	Rotterdam
Tom Hage	
Ton Vallen	
Joke van der Wiel	
C.J.M. Jansen	
Annemarie Kets	
Dirk Geirnaert	
L. Boves	
F.J. Lodder	
Robert Hennebo	Leiden
Gerrit van Olivier	Dordrecht
J. A. Le Loux-Schuringa	
P.N.G. Pesch	
Jos Versteegen	Panningen
Robert Jan van der Drift	
Jacobus Jansonius	
Didier L. Goyvaerts	
Aafje Gijsen	
Marlies Philippa	
Lucie Huiskens	
Jan Nuyts	
Bart Besamusca	
Irene Spijker	
P. van Hees	
G.P. van der Stroom	
Egon Berendsen	
T.M. Verhage-van den Berg	
Astrid Joosse	
Jan Siemons	
Gerben Wynia	
Eveline Buchheim	
Johan Verhoeven	
Marjan Birkenhäger	
Baukje van Dam-Heringa	
Hans Heinrich Meier	Zwitserland
F.J.A. Jagtenberg	
Thijs Pollmann	Amsterdam
Jip Wester	
Roger Henrard	Ans, bij Luik
G.J. Vroeijenstijn	
Wilbert Spooren	
Gunilla Dalberg	
G. Gerritsen-Geywitz	
Renaat J.G.A.A. Gaspar	Sint Katelijne Waver
W.C.E. Koksma-ten Cate	
Sytske Sötemann	
Pieter Nieuwint	
Ans van Kemenade	
J.H. Reitz	
J.H. de Ridder	
Marysa Demoor	
Eberhard Nehlsen	
Maaike Hogenhout-Mulder	
Tini Booij	
F.A.M. Riem Vis	
Anja van Leusden	
Fieny Pijls	
Frank van den Dungen	
Wilbert Smulders	
Jan Nijen Twilhaar	
G. van Eemeren	
Rik Smits	
C. van Coll	
F. Stuurman	
Dieuwke E. van der Poel	
W.F.G. Breekveldt	
J.P. Westgeest	
T.H.J. Broekmans	
A.H.M. de Graaf	
Els den Os	
Paulien Smabers	
Tineke ter Meer	
J.Ph. van Oostrom	
Annejoke Smids	Minnertsga
Elly van Gelderen	
Jeanette Koekman	
G.C. de Vries	Delft
A.E. Jacobs	
C.J. van Veen	
Lia van Gemert	
Meinardus Siderius Wal	Leeuwarden
P.P. Schmidt	
M. Everaert	
Clara Strijbosch	
Mieke B. Smits-Veldt	
Ad Leerintveld	
T.-M. Nischik	
Rudi Hendrickx	
Olf Praamstra	
Jacqueline Frijn	
Wim de Haas	
Theodoor Rodenburg	Antwerpen?
Jan Konst	
Jan Don	
Marijke Spies	Eindhoven
Johan Th. Veenhof	
István Bejczy	
P.R.F. Verhoeven	
Jan Willem Klein	
M.G.M. Elling	
Frank van Lamoen	
Marcel Bax	
Geert Warnar	Oegstgeest
H.W.A. Nap	
Gert-Jan Johannes	
Theo Meder	
Jan Oegema	
Freddy Puts	
Wolfgang Herrlitz	
Mieke van Dalen	
Leo Jansen	
Jacqueline Hulst	
Orlanda S.H. Lie	
Elisabeth Paling Funk	
Eric Hoekstra	
Louis Herreboudt	Brugge
Ton van der Wouden	Gouda
H. Bonset	
Jan Kuys	
Freddy van Besien	Gent
Josien Brink-Hendriks	
Luuk Lagerwerf	
Jacqueline de Man	
Michiel Leezenberg	
Marjolein Hogenbirk	
Thom Mertens	
Petra Hendriks	
Renée van Bezooijen	
Goudina van Weert	
Bernadette Smelik	
Annelies van Gijsen	
Erwin Mantingh	
Elisabeth Kappner	
Louis Peter Grijp	Den Haag
René van Stipriaan	Heerhugowaard
Olga van Marion	Schiedam
Enny de Bruijn	
Emmeken van der Heijden	
Ben Peperkamp	Den Haag
Erica van Boven	Breda
Louis Cornelis	
P.J.A. Franssen	
Andrzej Dabrówka	
W.R.D. van Oostrum	
V.E. de Gruiter	Semarang
Bertram Mourits	
Nelleke Moser	
Ruth Beijert	
H.F. van de Velde	
Hans Broekhuis	
Dorthe Schipperheijn	
Bernard Shaw	Dublin
J. Haesaert	
Marcel Poot	Vilvoorde
Gerard van Elden	
Eugenie Boeye	Antwerpen
Karl Renner	Unter-Tannowitz
Tonny van der Horst	Rotterdam
C. Heymans	Gent
Jos Coveliers	
Frank de Langhe	
Richard Declerck	Brugge
J.F. Willems	Boechout
Julien de Valckenaere	Gent
Guillaume Apollinaire	Rome
D.J. Opperman	
Frank Gerdels	
Frans Smekens	Aalst
Louis Paul Boon	Aalst
Frank Craeybeckx	Antwerpen
Piet Heus	
R. Miry	
Joris Blondiau	
Hugo Walschap	
Eva Vlame	
Herwig Hensen	Antwerpen
Josee van Dirickx	
Hendrik Brehmen	
Josephus Hendrikus Cornelis Creyghton	
M. Kapteyn	
N.P. van Wyk Louw	Sutherland
Lucien Brulez	Blankenberge
Jan Bosquet	
Valère Coopmans	Hoepertingen
Pliet van Lishout	Gent
Stéphane Mallarmé	Parijs
Marc Moonen	
Erik Thys	
Clare Lennart	Hattem
Julius Valckenaere	Handzame
Constance Teichmann	Antwerpen
Jozef Cantré	Gent
Jan Verley	
Rogier Marijnissen	Gent
Hugo Brutin	Geluwe
Fjodor Sologoeb	
Ankie Peypers	Amsterdam
V.I. Lenin	Oeljanovsk
P.M. van der Vrecken	Maastricht
Jef Geeraerts	Antwerpen
[tijdschrift] Nieuw Vlaams Tijdschrift	
Jean-Marie Maes	
Tymen Trolsky	Oerle
Raymond Vervliet	
Rob Bartels	
Johannes de Bruyn	Amsterdam
Serge Govaert	
Gertrude Stein	
Michel Leclerc	
Luc Pierre Maes	Ieper
Philippe Cailliau	Elisabethstad
J. Uyttendaele	Grembergen
Marc Bruynseraede	
Stephen Crane	
Jaak van Schoor	Gent
Hubert	
Jan Vanriet	Antwerpen
Wim de Poorter	
Jana Beranová	Plzeñ
Eleonore Vigenon	
André Lefevere	
Daniël van Hecke	Gent
Konstantínos Kaváfis	
Eric Rinckhout	
Gérard de Nerval	Parijs
Franc Schuerewegen	
Eriek Verpale	Zelzate
Hugo von Hofmannsthal	
Hans Turken	
Lidy van Eijsselsteijn	Nieuwe Pekela
Anna Mertens	
Anna de Noailles	
Andries Dongera	
Dieuw Schepel	Oosternijkerk
J.A. Risseeuw	
Inge Lievaart	Oosterend
D.I. Bouman-Eringa	
M. 't Hooft	
Jacoba M. Vreugdenhil	
Arjen Miedema	
Jan Elzo Niemeijer	
P. Eringa	
Hans Barendregt	Amsterdam
[tijdschrift] Ontmoeting	
H. Mulder	
Neels Everards	
Jo van Dorp-Ypma	Haastrecht
Jan Dolfering	
Peter v.d. Braken	
Wilma	Zetten
Anthonie Stolk	Rotterdam
L.H. Stronkhorst	
Jaap Das	
W.G. Scheeres	
Johan West	
C.J. Nobel	
Gerda Meylink	
Jo Kalmijn-Spierenburg	Utrecht
H.J. van Boekhoven	
Henk Krijger	
H.H. Wilmink	
Gera Kraan-van den Burg	
Rie Bauer	
G.E. Woneman	
Willem M. Kruseman	
P.B. van Dalfsen	
M.A. Rijnsburger	
Gerrit Mulder	
Margreeth Woltjes	
Mischa S. van den Bosch	
Frans Leonard	
Jan D. Stipes	
P.A. Hekstra	
A. Wapenaar	Vlaardingen
S.P. Akkerman	
A. Middelhoek	
A.H. Peters	
J. Veerman	
Else Wichers	
Diet Kramer	Amsterdam
Aart Romijn	Zaandam
Walter Raleigh	
Jac. Kort	
Niek van der Heide	
J.W. Bonda	
Feitse Boerwinkel	Amersfoort
D. Hendrikse	
Tjalling	
C. Ouboter	
K.J. Popma	
Arthur Hugh Clough	
Louise Imogen Guiney	
Huib A.P. Eijkelenboom	
Do van der Sloot	
Ralph Degens	
J.H. van der Starre	Hertogenbosch
W. Ruiten	
Jan G. van Straaten	
Okke Jager	Delft
H. Boekenogen	
J.G. Rikkert	
G. Boogaard	
Charles Marie René Leconte de Lisle	
Franz Werfel	
H-K. Mulder	
Ab van Eijk	
A.M. Spanjer	
Willem Mudde	
Félix Lope de Vega	
P.B. Shelley	
W.J. Schulte Nordholt	
B. Nijenhuis	
Etus Alons-Bernhardt	
Endre Ady	
Aize de Visser	
J.C. Schuller	
G.E. Mulder	
Lien Fokker	
M.H. Rijnsburger	
Aad Hollebeek	
A.J. Rijnsburger	
Herman Steggerda	
Jan Das	
Arie Nelemaat	
M. Monsinga	
Nora Petit	Amsterdam
Constant Labruyère	
Jan Rijnsdorp	
Gré van der Laan	
Marinus A. den Braber	
H. Ravestein	
Gerard van Hulst	
Ev. Grolle	
G.K. van Dongen	
Jac. Lelsz	
D. Kilinow	
A. Sterveen	
Harro Storm	
J.W. Veerman	
J. Kramer-Vreugdenhil	
N. Sterveen	
Francine Schregel-Onstein	
Marius Goedhart	
Gert Overduin	
Jacques Reugebrink	
Jan Stolk	Rotterdam
Johanna de Geus	
M. Beinema	
Fred van Viet	
Ger Bendels	
Freek de Leeuw	
Dirk van der Ploeg	
F. Springer	Batavia
Henk Kooijman	Haastrecht
Stuart B. Jackman	
Adriaan Donker	Rotterdam
H. de Jongste	
Elsa Sophia von Kamphoevener	Hameln
M.C. v.d. Panne	
Daan Mondgaas	
A. Mertens	
Peter Berghe	
Fred. van Zutphen	
G. van Heerde	
Arie Vermeer	
Luitzen Visser	Achtkarspelen
Ineke Sikkema	
Jan Verhoef	
Dick Steenkamp	Batavia
Jarry Duclay	Schagen
Luc von Seller	
Ubbo-Derk Hakholt	
Jan van Biezen	Wassenaar
N.H. Ridderbos	
Durk van der Ploeg	Hoogkarspel
Nico Rigter	
Bill Kroekow	
J.G. van der Veen	
Lode Bisschop	Groningen
Frederice Kalmijn	Utrecht
Jean Brüll	
Wim Pendrecht	
L. Schultz	
Heppe de Moor	
Wim Brinkman	
Jan Sleeboom	
Eric Marloux	
Theo van Roon	
Marianne Colijn	Sumatra
G. Burger	
S.J. Popma	
P. Ruysch van Dugteren	
Elisabeth Wolters	
Hans de Boer	
Anneke Geluk	
L. de Liefde	
Jaap Zijlstra	Wassenaar
Govert A. den Hartogh	
Gert Slings	Munnekezijl
William Wordsworth	
Jan ter Horst	
Tom Naastepad	Den Haag
Johan Schooneberg	
Bert Jansma	
Rob Scherjon	Amsterdam
M.G.J. Teerink	
Anton B. Lam	
Tom Etty	
S.H. Haan	
Frans van der Linde	
Gerd Segers	
Jan C. Brouwer	
R.G.K. Kraan	Vlaardingen
Marijke Baars	
W.N. Visserman	
Murk A. J. Popma	
Cees van Dop	
Nelleke Groenewegen	
Dick Zaal	
Jan J. Abels	
Mei Hwa Tan	China
Kees Ouboter	
Jan van Royen	
John Keats	Londen
Marie-Sophie Nathusius	Amsterdam
Sifra Hugorina	
Jan Donia	
Paul Wessel	
Wim Bazuynen	
Hans Dullaart	
Eric Heidbuchel	
Hans Bouma	
Anno van Workum	
Jan Sizoo	
Frans Vanderlinde	
Maja Burghout	
Teije Brattinga	Blauwhuis
Roel van Heerde	
Jo Datema	
William Blake	Londen
William Butler Yeats	
Arnold van Dijk	
A. de Kool	
P. van Amstel	
Albert Nap	
J.F.M.J. Jansen	
D.J. Sikkens	
A.J. van Dulst	
Peter van Amstel	
Pierre de Ronsard	Couture-sur-Loir
Philippe Desportes	Chartres
Alexander West	
Frederice van Faassen	
J. Deschamps	Leuven
Bert Verm	
Emiel Willekens	
J. Noë	
